CriterionID	Subsection	Description	MaxMark	RunFrom	Commands	ExpectedResult	Notes
A3.3.7	A3.3	TLS chain проверяется с branch-user-a3 и admin-a3	0.30	admin-a3	ssh root@10.33.10.20 'if curl -fsS --max-time 8 https://portal.nova.a3.test/ -o /dev/null; then echo "TLS_VERIFY_OK branch-user-a3"; else rc=$?; echo "TLS_VERIFY_FAIL branch-user-a3 curl_exit=$rc"; exit "$rc"; fi'; ssh root@10.33.20.20 'if curl -fsS --max-time 8 https://portal.nova.a3.test/ -o /dev/null; then echo "TLS_VERIFY_OK admin-a3"; else rc=$?; echo "TLS_VERIFY_FAIL admin-a3 curl_exit=$rc"; exit "$rc"; fi'	HTTPS без -k успешно проверяет TLS chain на обоих клиентах; присутствуют TLS_VERIFY_OK branch-user-a3 и TLS_VERIFY_OK admin-a3.	Не используется %{ssl_verify_result}, так как этот write-out attribute поддерживается не всеми версиями curl.
A3.3.8	A3.3	Root CA установлен в system trust store branch-user-a3 и admin-a3	0.30	admin-a3	ssh root@10.33.10.20 'trust list 2>/dev/null | grep -i "Nova A3" || grep -Ri "Nova A3" /etc/ssl/certs /usr/local/share/ca-certificates 2>/dev/null'; ssh root@10.33.20.20 'trust list 2>/dev/null | grep -i "Nova A3" || grep -Ri "Nova A3" /etc/ssl/certs /usr/local/share/ca-certificates 2>/dev/null'	CA обнаруживается в trust store обоих клиентов.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.3.9	A3.3	HTTPS portal доступен без certificate error и возвращает ожидаемый контент	0.30	admin-a3	ssh root@10.33.10.20 'curl -sS https://portal.nova.a3.test/'; ssh root@10.33.20.20 'curl -sS https://portal.nova.a3.test/'	Команды завершаются без TLS errors и выводят A3_PORTAL_OK.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.3.10	A3.3	HTTP-to-HTTPS redirect сохраняет корректное имя и TLS	0.20	admin-a3	ssh root@10.33.10.20 'curl -sSIL http://portal.nova.a3.test/ | egrep -i "HTTP/|Location:"'	Ответ содержит 301/302 на https://portal.nova.a3.test/; последующий HTTPS работает.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.3.11	A3.3	Evidence по TLS оформлен в certificates.txt	0.15	admin-a3	ssh root@10.33.20.20 'test -s /opt/grading/a3/certificates.txt && egrep -i "openssl|curl|SAN|verify|PASS|FAIL" /opt/grading/a3/certificates.txt'	Файл существует, не пустой, содержит проверочные команды и фактический вывод.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.3.12	A3.3	TLS configuration сохраняется после restart/reboot proxy-a3	0.20	admin-a3	ssh root@10.33.40.10 'systemctl restart nginx'; sleep 2; ssh root@10.33.10.20 'curl -sS https://portal.nova.a3.test/'	После restart выводится A3_PORTAL_OK без certificate error.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.4.1	A3.4	Internal application на app-a3 запущен на TCP/8080	0.25	admin-a3	ssh root@10.33.40.20 'ss -lntp | grep ":8080"; systemctl --type=service --state=running | head -50'	TCP/8080 слушает application service.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.4.2	A3.4	GET / на app-a3 возвращает A3_APP_INTERNAL_OK	0.30	admin-a3	ssh root@10.33.40.10 'curl -s http://app-a3.nova.a3.test:8080/'	Вывод: A3_APP_INTERNAL_OK.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.4.3	A3.4	GET /healthz на app-a3 возвращает OK	0.25	admin-a3	ssh root@10.33.40.10 'body_file=$(mktemp); trap "rm -f $body_file" EXIT; code=$(curl -sS --max-time 5 -o "$body_file" -w "%{http_code}" http://app-a3.nova.a3.test:8080/healthz) || { echo "HEALTHZ_FAIL: curl error"; exit 1; }; body=$(tr -d "\r\n" <"$body_file"); echo "HTTP_STATUS=$code"; cat "$body_file"; echo; if [ "$code" = 200 ] && [ "$body" = OK ]; then echo "HEALTHZ_OK"; else echo "HEALTHZ_FAIL: expected HTTP 200 and body OK"; exit 1; fi'	HTTP status строго 200, тело строго OK, вывод содержит HEALTHZ_OK.	Redirect на /healthz/ не считается выполнением требования для GET /healthz.
A3.4.4	A3.4	Backend не является пользовательским entry point	0.20	admin-a3	ssh root@10.33.10.20 'curl -m 5 -s http://app-a3.nova.a3.test:8080/ || true'	Доступ с branch-user-a3 к app-a3:8080 заблокирован/timeout; прямой успешный ответ не допускается.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.4.5	A3.4	Nginx/reverse proxy service на proxy-a3 активен	0.25	admin-a3	ssh root@10.33.40.10 'systemctl is-active nginx; ss -lntp | egrep ":80\b|:443\b"'	nginx active; TCP/80 и TCP/443 listening.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.4.6	A3.4	GET https://portal.nova.a3.test/ возвращает A3_PORTAL_OK	0.35	admin-a3	ssh root@10.33.10.20 'body_file=$(mktemp); trap "rm -f $body_file" EXIT; code=$(curl -sS --max-time 8 -o "$body_file" -w "%{http_code}" https://portal.nova.a3.test/) || { echo "PORTAL_CONTENT_FAIL: curl/TLS error"; exit 1; }; body=$(tr -d "\r\n" <"$body_file"); echo "HTTP_STATUS=$code"; cat "$body_file"; echo; if [ "$code" = 200 ] && [ "$body" = A3_PORTAL_OK ]; then echo "PORTAL_CONTENT_OK"; else echo "PORTAL_CONTENT_FAIL: expected HTTP 200 and body A3_PORTAL_OK"; exit 1; fi'	HTTP status строго 200, тело строго A3_PORTAL_OK, вывод содержит PORTAL_CONTENT_OK.	Ответ A3_APP_INTERNAL_OK означает ошибочное proxy mapping корня портала на backend.
A3.4.7	A3.4	GET /app корректно проксируется на backend root	0.40	admin-a3	ssh root@10.33.10.20 'body_file=$(mktemp); trap "rm -f $body_file" EXIT; code=$(curl -sS --max-time 5 -o "$body_file" -w "%{http_code}" https://portal.nova.a3.test/app) || { echo "APP_PROXY_FAIL: curl/TLS error"; exit 1; }; body=$(tr -d "\r\n" <"$body_file"); echo "HTTP_STATUS=$code"; cat "$body_file"; echo; if [ "$code" = 200 ] && [ "$body" = A3_APP_INTERNAL_OK ]; then echo "APP_PROXY_OK"; else echo "APP_PROXY_FAIL: expected HTTP 200 and body A3_APP_INTERNAL_OK"; exit 1; fi'	HTTP status строго 200, тело строго A3_APP_INTERNAL_OK, вывод содержит APP_PROXY_OK.	Redirect на /app/ не считается корректным proxy mapping /app на backend root.
A3.4.8	A3.4	GET /healthz корректно проксируется на backend /healthz	0.35	admin-a3	ssh root@10.33.10.20 'curl -sS https://portal.nova.a3.test/healthz'	Вывод: OK.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.4.9	A3.4	HTTP portal перенаправляется на HTTPS	0.25	admin-a3	ssh root@10.33.10.20 'curl -sSI http://portal.nova.a3.test/ | egrep -i "HTTP/|Location:"'	Ответ 301/302/308 с Location на https://portal.nova.a3.test/.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.4.10	A3.4	Reverse proxy использует корректный internal backend	0.20	admin-a3	ssh root@10.33.40.10 'grep -R "proxy_pass" /etc/nginx/sites-enabled /etc/nginx/conf.d /etc/nginx/nginx.conf 2>/dev/null'	proxy_pass направляет на app-a3:8080/10.33.40.20:8080; не на внешний ресурс.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.4.11	A3.4	Прямой доступ к app-a3:8080 заблокирован для branch-user-a3	0.25	admin-a3	ssh root@10.33.10.20 'nc -vz -w3 app-a3.nova.a3.test 8080 || true'	Connection refused/timeout/filtered. Успешное подключение не допускается.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.4.12	A3.4	Nginx access/error logs создаются локально на proxy-a3	0.20	admin-a3	ssh root@10.33.40.10 'ls -l /var/log/nginx; tail -n 5 /var/log/nginx/access.log /var/log/nginx/error.log 2>/dev/null || true'	Access log существует и содержит запросы portal; error log существует.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.4.13	A3.4	Application и proxy configuration проходят syntax validation	0.20	admin-a3	rc=0; ssh root@10.33.40.10 'nginx -t' || rc=1; ssh root@10.33.40.20 'failed=$(systemctl --failed --no-legend --plain); [ -z "$failed" ] || { printf "%s\n" "$failed"; exit 1; }; ss -lntp | grep :8080' || rc=1; exit "$rc"	На proxy-a3 nginx -t successful; на app-a3 нет failed units и TCP/8080 listening; общий exit code ненулевой при отказе любого устройства.	Nginx явно требуется marking scheme; Apache на app-a3 является backend и не заменяет Nginx на proxy-a3.
A3.4.14	A3.4	App и proxy services сохраняются после reboot/restart	0.25	admin-a3	ssh root@10.33.40.10 'systemctl restart nginx'; ssh root@10.33.40.20 'systemctl restart $(systemctl list-units --type=service | awk "/a3|app|http/ {print \$1; exit}")' 2>/dev/null || true; ssh root@10.33.10.20 'curl -sS https://portal.nova.a3.test/app; curl -sS https://portal.nova.a3.test/healthz'	После рестартов endpoints возвращают A3_APP_INTERNAL_OK и OK.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.4.15	A3.4	Portal не использует прямой self-signed certificate	0.30	admin-a3	ssh root@10.33.10.20 'echo | openssl s_client -connect portal.nova.a3.test:443 -servername portal.nova.a3.test 2>/dev/null | openssl x509 -noout -issuer -subject'	Issuer отличается от Subject и соответствует Nova A3 Root CA или подписывающему CA задания.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.5.1	A3.5	WireGuard services/tools активны на hq-fw-a3 и branch-user-a3	0.25	admin-a3	ssh root@10.33.20.1 'iface=$(wg show interfaces 2>/dev/null | awk "{print \$1}"); echo "WG_INTERFACE=${iface:-NONE}"; [ -n "$iface" ] && wg show "$iface"; active=$(systemctl is-active "wg-quick@$iface" 2>/dev/null || true); enabled=$(systemctl is-enabled "wg-quick@$iface" 2>/dev/null || true); persistent=no; [ -f "/etc/wireguard/$iface.conf" ] && persistent=config-present; systemctl is-enabled "wg-quick@$iface" >/dev/null 2>&1 && persistent=enabled; echo "WG_SERVICE interface=$iface active=$active enabled=$enabled persistent=$persistent"; if [ -n "$iface" ] && wg show "$iface" peers | grep -q . && { [ "$active" = active ] || [ "$enabled" = enabled ] || [ "$persistent" = config-present ]; }; then echo "WG_SERVICE_OK hq-fw-a3 interface=$iface"; else echo "WG_SERVICE_FAIL hq-fw-a3 interface=${iface:-NONE}"; exit 1; fi'; ssh root@10.33.10.20 'iface=$(wg show interfaces 2>/dev/null | awk "{print \$1}"); echo "WG_INTERFACE=${iface:-NONE}"; [ -n "$iface" ] && wg show "$iface"; active=$(systemctl is-active "wg-quick@$iface" 2>/dev/null || true); enabled=$(systemctl is-enabled "wg-quick@$iface" 2>/dev/null || true); persistent=no; [ -f "/etc/wireguard/$iface.conf" ] && persistent=config-present; systemctl is-enabled "wg-quick@$iface" >/dev/null 2>&1 && persistent=enabled; echo "WG_SERVICE interface=$iface active=$active enabled=$enabled persistent=$persistent"; if [ -n "$iface" ] && wg show "$iface" peers | grep -q . && { [ "$active" = active ] || [ "$enabled" = enabled ] || [ "$persistent" = config-present ]; }; then echo "WG_SERVICE_OK branch-user-a3 interface=$iface"; else echo "WG_SERVICE_FAIL branch-user-a3 interface=${iface:-NONE}"; exit 1; fi'	На каждом устройстве определяется фактическое имя WireGuard-интерфейса; интерфейс существует, имеет peer и обнаружена active/enabled служба либо persistent config. Вывод содержит WG_SERVICE_OK для обоих устройств.	Проверка не подменяет failed значением exit=0 и не предполагает имя wg0. Фактические interface, active, enabled и persistent выводятся явно.
A3.5.2	A3.5	hq-fw-a3 имеет корректные WireGuard IPv4/IPv6 addresses	0.25	admin-a3	ssh root@10.33.20.1 'ip addr show wg0'	wg0 содержит 10.233.3.1/24 и fd00:a3:a3::1/64.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.5.3	A3.5	branch-user-a3 имеет корректные WireGuard IPv4/IPv6 addresses	0.25	admin-a3	ssh root@10.33.10.20 'ip addr show wg0'	wg0 содержит 10.233.3.10/24 и fd00:a3:a3::10/64.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.5.4	A3.5	UDP/51820 endpoint доступен через WAN	0.25	admin-a3	ssh root@10.33.20.1 'ss -lunp | grep 51820 || wg show'; ssh root@10.33.10.20 'nc -vzu -w3 192.0.2.20 51820 || true'	Endpoint listening; UDP-запрос не блокируется firewall на пути.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.5.5	A3.5	WireGuard peer keys и handshake настроены	0.30	admin-a3	ssh root@10.33.10.20 'ping -c2 10.233.3.1 >/dev/null; wg show'; ssh root@10.33.20.1 'wg show'	Есть peer; latest handshake не empty/never; transfer counters увеличиваются.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.5.6	A3.5	AllowedIPs на branch-user-a3 ограничены hq-fw-a3 wg addresses	0.30	admin-a3	ssh root@10.33.10.20 'out=$({ wg show all allowed-ips 2>/dev/null; grep -Rh "^[[:space:]]*AllowedIPs[[:space:]]*=" /etc/wireguard 2>/dev/null; } | sort -u); printf "%s\n" "$out"; missing=""; printf "%s\n" "$out" | grep -Fq "10.233.3.1/32" || missing="$missing 10.233.3.1/32"; printf "%s\n" "$out" | grep -Fq "fd00:a3:a3::1/128" || missing="$missing fd00:a3:a3::1/128"; forbidden=$(printf "%s\n" "$out" | grep -E "0\.0\.0\.0/0|(^|[,[:space:]])::/0|10\.33\.(20|30|40)\.0/24" || true); if [ -z "$missing" ] && [ -z "$forbidden" ]; then echo "ALLOWED_IPS_OK"; else [ -z "$missing" ] || echo "ALLOWED_IPS_FAIL missing:$missing"; [ -z "$forbidden" ] || echo "ALLOWED_IPS_FAIL forbidden: $forbidden"; exit 1; fi'	Есть ровно требуемые узкие назначения 10.233.3.1/32 и fd00:a3:a3::1/128; отсутствуют default/broad internal prefixes; вывод содержит ALLOWED_IPS_OK.	Любой другой IPv6-адрес peer не заменяет требуемый fd00:a3:a3::1/128.
A3.5.7	A3.5	WireGuard не является общим маршрутом к серверной сети Shenzhen	0.25	admin-a3	ssh root@10.33.10.20 'ip route get 10.33.40.10; ip route get 10.33.30.10; ip -6 route get 2001:db8:a3:40::10'	Маршрут к 10.33.40.10/10.33.30.10 идёт через 10.33.10.1, не через wg0.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.5.8	A3.5	SSH branch-user-a3 -> hq-fw-a3 по 10.233.3.1 работает	0.30	admin-a3	ssh root@10.33.10.20 'out=$(ssh -o BatchMode=yes -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o LogLevel=ERROR -o ConnectTimeout=5 root@10.233.3.1 hostname 2>&1); rc=$?; printf "%s\n" "$out"; if [ "$rc" -eq 0 ] && printf "%s\n" "$out" | grep -Fxq hq-fw-a3; then echo "SSH_WG_OK branch-user-a3 -> hq-fw-a3"; else echo "SSH_WG_FAIL branch-user-a3 -> hq-fw-a3 exit=$rc"; exit 1; fi'	Вложенный SSH успешно аутентифицируется и возвращает hq-fw-a3; вывод содержит SSH_WG_OK.	Permission denied означает, что IP connectivity есть, но требуемый SSH key access не настроен.
A3.5.9	A3.5	SSH jump из branch-user-a3 к proxy-a3 через hq-fw-a3 работает	0.30	admin-a3	ssh root@10.33.10.20 'ssh -J root@10.233.3.1 -o BatchMode=yes -o ConnectTimeout=8 root@proxy-a3.nova.a3.test hostname'	Команда возвращает proxy-a3.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.5.10	A3.5	SSH jump из branch-user-a3 к app-a3 и log-a3 через hq-fw-a3 работает	0.30	admin-a3	ssh root@10.33.10.20 'check_jump() { target="$1"; expected="$2"; out=$(ssh -J root@10.233.3.1 -o BatchMode=yes -o PasswordAuthentication=no -o KbdInteractiveAuthentication=no -o NumberOfPasswordPrompts=0 -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o LogLevel=ERROR -o ConnectTimeout=8 "root@$target" hostname 2>&1); rc=$?; printf "%s\n" "$out"; if [ "$rc" -eq 0 ] && printf "%s\n" "$out" | grep -Fxq "$expected"; then echo "SSH_JUMP_OK $expected"; printf "\033[32mDEVICE %-18s: PASS\033[0m\n" "$expected"; return 0; else echo "SSH_JUMP_FAIL $expected exit=$rc"; printf "\033[31mDEVICE %-18s: FAIL\033[0m\n" "$expected"; return 1; fi; }; rc=0; check_jump app-a3.nova.a3.test app-a3 || rc=1; check_jump log-a3.nova.a3.test log-a3 || rc=1; exit "$rc"'	Отдельно выводятся SSH_JUMP_OK и DEVICE PASS для app-a3 и log-a3; общий код ненулевой при отказе любого назначения.	Password authentication полностью запрещена; Permission denied на 10.233.3.1 означает отсутствие требуемого key access к jump-host.
A3.5.11	A3.5	Прямой SSH из SH-LAN к серверам Shenzhen запрещён	0.30	admin-a3	ssh root@10.33.10.20 'for h in proxy-a3.nova.a3.test app-a3.nova.a3.test log-a3.nova.a3.test; do nc -vz -w3 $h 22 || true; done'	Прямые подключения неуспешны/filtered.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.5.12	A3.5	IPv6 WireGuard connectivity работает для hq-fw-a3	0.15	admin-a3	ssh root@10.33.10.20 'ping -6 -c2 fd00:a3:a3::1'	IPv6 ping успешен.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.5.13	A3.5	WireGuard configuration сохраняется после restart/reboot	0.20	admin-a3	После согласованного restart определить фактические WireGuard interfaces, перезапустить соответствующие wg-quick@<interface>, проверить peer и ping 10.233.3.1.	Для hq-fw-a3 и branch-user-a3 выводятся фактические interface/unit, WG_RESTART_OK и отдельный DEVICE PASS; после restart ping имеет 0% packet loss.	Проверка выполняется только с --post-reboot, не предполагает имя wg0 и не скрывает ошибку restart через || true.
A3.5.14	A3.5	NAT/masquerade внутри WireGuard не используется	0.10	admin-a3	ssh root@10.33.20.1 'nft list ruleset | egrep -i "masquerade|snat" || true; iptables-save 2>/dev/null | egrep -i "MASQUERADE|SNAT" || true'	Нет SNAT/MASQUERADE для wg0/10.233.3.0/24 traffic.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.6.1	A3.6	nftables active on branch-fw-a3	0.25	admin-a3	ssh root@10.33.10.1 'systemctl is-active nftables; nft list ruleset | head -50'	Service active; ruleset не пустой.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.6.2	A3.6	nftables active on hq-fw-a3	0.25	admin-a3	ssh root@10.33.20.1 'systemctl is-active nftables; nft list ruleset | head -50'	Service active; ruleset не пустой.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.6.3	A3.6	Gateway forwarding имеет deny-by-default или эквивалентную строгую политику	0.25	admin-a3	ssh root@10.33.10.1 'nft list ruleset'; ssh root@10.33.20.1 'nft list ruleset'	Ruleset содержит policy drop/reject или explicit deny для неразрешённых потоков.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.6.4	A3.6	branch-user-a3 -> proxy-a3 DNS/HTTP/HTTPS разрешены	0.25	admin-a3	ssh root@10.33.10.20 'rc=0; dns=$(dig @proxy-a3.nova.a3.test portal.nova.a3.test A +short +time=3 +tries=1 2>&1); printf "%s\n" "$dns"; if printf "%s\n" "$dns" | grep -Fxq 10.33.40.10; then echo "DNS_ALLOWED_OK proxy-a3:53"; else echo "DNS_ALLOWED_FAIL proxy-a3:53"; rc=1; fi; if nc -vz -w3 portal.nova.a3.test 80; then echo "HTTP_ALLOWED_OK proxy-a3:80"; else echo "HTTP_ALLOWED_FAIL proxy-a3:80"; rc=1; fi; if nc -vz -w3 portal.nova.a3.test 443; then echo "HTTPS_ALLOWED_OK proxy-a3:443"; else echo "HTTPS_ALLOWED_FAIL proxy-a3:443"; rc=1; fi; exit "$rc"'	Вывод содержит DNS_ALLOWED_OK proxy-a3:53, HTTP_ALLOWED_OK proxy-a3:80 и HTTPS_ALLOWED_OK proxy-a3:443; отсутствуют соответствующие FAIL markers.	DNS считается успешным при точном ответе 10.33.40.10; формат вывода dig не обязан содержать слово open или номер порта.
A3.6.5	A3.6	branch-user-a3 -> app-a3 TCP/8080 запрещён	0.25	admin-a3	ssh root@10.33.10.20 'nc -vz -w3 app-a3.nova.a3.test 8080 || true'	Нет успешного подключения.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.6.6	A3.6	branch-user-a3 -> proxy/app/log TCP/22 без WireGuard/jump запрещён	0.25	admin-a3	ssh root@10.33.10.20 'for h in proxy-a3.nova.a3.test app-a3.nova.a3.test log-a3.nova.a3.test; do nc -vz -w3 $h 22 || true; done'	Все подключения неуспешны.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.6.7	A3.6	branch-user-a3 wg0 -> hq-fw-a3 wg0 TCP/22 разрешён	0.25	admin-a3	ssh root@10.33.10.20 'if nc -vz -w3 10.233.3.1 22; then echo "WG_SSH_PORT_OK 10.233.3.1:22"; else rc=$?; echo "WG_SSH_PORT_FAIL 10.233.3.1:22 exit=$rc"; exit "$rc"; fi'	TCP/22 на точном WG-адресе 10.233.3.1 доступен; вывод содержит WG_SSH_PORT_OK.	Результат не зависит от reverse DNS имени, которое показывает nc.
A3.6.8	A3.6	hq-fw-a3 -> proxy/app/log TCP/22 разрешён	0.25	admin-a3	ssh root@10.33.20.1 'for h in 10.33.40.10 10.33.40.20 10.33.30.10; do nc -vz -w3 $h 22; done'	Все подключения успешны.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.6.9	A3.6	admin-a3 -> all hosts TCP/22 разрешён для evidence/scoring	0.25	admin-a3	ssh root@10.33.20.20 'check_host() { ip="$1"; expected="$2"; out=$(ssh -o BatchMode=yes -o PasswordAuthentication=no -o KbdInteractiveAuthentication=no -o NumberOfPasswordPrompts=0 -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o LogLevel=ERROR -o ConnectTimeout=5 "root@$ip" hostname 2>&1); code=$?; printf "%s\n" "$out"; if [ "$code" -eq 0 ] && printf "%s\n" "$out" | grep -Fxq "$expected"; then echo "ADMIN_SSH_OK $expected $ip"; printf "\033[32mDEVICE %-18s (%s): PASS\033[0m\n" "$expected" "$ip"; return 0; else echo "ADMIN_SSH_FAIL $expected $ip exit=$code"; printf "\033[31mDEVICE %-18s (%s): FAIL\033[0m\n" "$expected" "$ip"; return 1; fi; }; rc=0; check_host 10.33.10.1 branch-fw-a3 || rc=1; check_host 10.33.10.20 branch-user-a3 || rc=1; check_host 10.33.20.1 hq-fw-a3 || rc=1; check_host 10.33.40.10 proxy-a3 || rc=1; check_host 10.33.40.20 app-a3 || rc=1; check_host 10.33.30.10 log-a3 || rc=1; exit "$rc"'	Для каждого из шести узлов выводится ADMIN_SSH_OK и отдельный DEVICE PASS; общий код ненулевой при отказе любого узла.	Оценочный SSH не зависит от ранее сохранённого known_hosts и не запрашивает пароль.
A3.6.10	A3.6	proxy-a3 -> app-a3 TCP/8080 разрешён	0.25	admin-a3	ssh root@10.33.40.10 'rc=0; if nc -vz -w3 app-a3.nova.a3.test 8080; then echo "BACKEND_TCP_OK app-a3:8080"; else echo "BACKEND_TCP_FAIL app-a3:8080"; rc=1; fi; body_file=$(mktemp); trap "rm -f $body_file" EXIT; code=$(curl -sS --max-time 5 -o "$body_file" -w "%{http_code}" http://app-a3.nova.a3.test:8080/healthz) || { echo "BACKEND_HEALTH_FAIL curl error"; exit 1; }; body=$(tr -d "\r\n" <"$body_file"); echo "HTTP_STATUS=$code"; cat "$body_file"; echo; if [ "$code" = 200 ] && [ "$body" = OK ]; then echo "BACKEND_HEALTH_OK"; else echo "BACKEND_HEALTH_FAIL expected HTTP 200 and body OK"; rc=1; fi; exit "$rc"'	Вывод содержит BACKEND_TCP_OK app-a3:8080 и BACKEND_HEALTH_OK; healthz возвращает HTTP 200 с телом строго OK.	Redirect на /healthz/ означает, что TCP разрешён, но health check критерия не выполнен.
A3.6.11	A3.6	Syslog flows от branch-fw/hq-fw/proxy/app к log-a3 TCP/514 разрешены	0.25	admin-a3	for h in 10.33.10.1 10.33.20.1 10.33.40.10 10.33.40.20; do echo ===$h===; ssh root@$h 'nc -vz -w3 log-a3.nova.a3.test 514'; done	Все четыре источника подключаются к TCP/514.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.6.12	A3.6	other hosts -> log-a3 TCP/514 запрещены, если не являются explicit syslog source	0.25	admin-a3	ssh root@10.33.10.1 'for dst in 10.33.40.10 10.33.40.20 10.33.30.10; do for p in 22 53 80 443 514 8080; do echo WAN-SRC 192.0.2.10 to $dst:$p; nc -s 192.0.2.10 -vz -w2 $dst $p || true; done; done'\nssh root@10.33.20.1 'for dst in 10.33.40.10 10.33.40.20 10.33.30.10; do for p in 22 53 80 443 514 8080; do echo WAN-SRC 192.0.2.20 to $dst:$p; nc -s 192.0.2.20 -vz -w2 $dst $p || true; done; done'	Нет успешного доступа к internal services с source 192.0.2.10/192.0.2.20. Исключение: только UDP/51820 к hq-fw-a3 WAN IP оценивается отдельным критерием.	Если nc TCP/53 не отражает UDP DNS, дополнительно использовать dig -b WAN-IP @10.33.40.10 из HTM-A32-11.
A3.6.13	A3.6	WAN-source 192.0.2.0/24 -> internal services запрещён	0.25	admin-a3	ssh root@10.33.10.1 'for p in 53 80 443 22 8080; do nc -s 192.0.2.10 -vz -w3 10.33.40.10 $p || true; done'	Нет успешного доступа к internal services с source 192.0.2.10, кроме явно разрешённого WG endpoint.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.6.14	A3.6	Требуемые ICMP/ICMPv6 diagnostic pairs разрешены	0.25	admin-a3	ssh root@10.33.10.20 'nc -vzu -w3 192.0.2.20 51820 || true'; ssh root@10.33.20.1 'wg show'	Указанные ICMP/ICMPv6-пары успешны. Не снимать баллы за дополнительные ICMP-пары, если они не нарушают другие явные firewall-deny требования.	Формулировка скорректирована как positive reachability check, чтобы не требовать неописанные в задании ICMP-deny tests.
A3.6.15	A3.6	ICMP/ICMPv6 разрешён только для требуемых диагностических пар	0.25	admin-a3	ssh root@10.33.10.20 'ping -c2 proxy-a3.nova.a3.test; ping -c2 hq-fw-a3.nova.a3.test'; ssh root@10.33.20.20 'ping -c2 branch-user-a3.nova.a3.test; ping -c2 proxy-a3.nova.a3.test'	Указанные ICMP-пары успешны.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.6.16	A3.6	Firewall drop logs имеют prefixes A3-BR-DROP и A3-HQ-DROP и правила сохраняются	0.25	admin-a3	ssh root@10.33.10.1 'nft list ruleset | grep A3-BR-DROP'; ssh root@10.33.20.1 'nft list ruleset | grep A3-HQ-DROP'; ssh root@10.33.10.1 'systemctl is-enabled nftables'; ssh root@10.33.20.1 'systemctl is-enabled nftables'	Оба префикса есть в ruleset; nftables enabled.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
A3.7.1	A3.7	log-a3 принимает syslog по TCP/514	0.20	admin-a3	ssh root@10.33.30.10 'systemctl is-active rsyslog; ss -lntp | grep :514'	rsyslog active; TCP/514 listening.	Если проверка зависит от DNS, при отказе повторить по IP и классифицировать primary failure отдельно.
